Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
544777,B002FZN8T8,A3IM8AUMO6IB4W,Pam,0,0,1,1350259200,Made my dogs sick.,"My friend feeds Grandma Lucy's Artisan Chicken and recommended it for my dogs. After eating Grandma Lucy's Artisan Lamb, 2 of my 3 dogs became ill with vomiting and bloody diarrhea. My  3rd dog just refused to eat it. I only mixed a teaspoon full into their 1/2 cup kibble. It smells like garlic and  rotten meat. Expensive and even worse when you add the $$$ vet bills.  Save your money and avoid 'raw' foods."
62605,B001L1IU5E,A1BKJMO1APESG2,Bronwyn,0,3,1,1282262400,Very Disappointed,"I like a nicely scented and fruity flavored tea, and was hoping to find that when I purchased this product.  The tea, however, is almost bitter, with very little cherry scent or flavor.  I much prefer Bigelow and Celestial Seasonings when it comes to flavor and scent."
178178,B002FX2IOQ,A1Z7XV6JU0EV8M,"Barbara ""Barbara""",1,6,1,1301788800,"Organic Valley White 1 % Milkfat Lowfat Milk, 8-Ounce Pack of 12","Organic Valley White 1 % Milkfat Lowfat Milk, 8-Ounce Carton (Pack of 12)<br /><br />Not that good. The high price is a rip off."
80555,B001EO5ROA,A39PI8Z2HWM2NC,K. Horne,1,2,1,1311897600,So sorry I bought this,"These Sweetleaf ""flavored"" products are only for people who want something really sweet with just the very barest whiff of some flavor (you probably won't even be able to tell which one it is). If you're looking for a product that's about half sweetness and half flavor, THIS ISN'T IT. I urge you to save your money and look for another solution."
125940,B001TM3XF2,AD63V1AC9DO43,"Suzanne L. Searle ""puma""",1,16,1,1243987200,just plain careless!,"warning!!! when you enter 'canned cat foor' this product, which is for DOGS showed up and, because the print is so small and i thought i was looking at cat food, i ordered it. who's running this railroad anyway??"
167238,B001EQ4QOU,A36EGXAVCAA6MI,wrenn,0,0,1,1339372800,not the same product,"I did not receive the same product as pictured.  Instead of the regular tea in green box, received ""iced tea"" in red box."
389312,B000P54HZY,ANDQER6EUE6HP,AMM,1,5,1,1244678400,Flavorless,"They don't taste like much, and are rather hard.<br /><br />Stick with Pop Tarts."
287628,B000633PLC,AMQ1MEG334SAP,Bigmac,0,0,1,1322611200,A Big Ripoff!,"I bought this thing after a recommendation from a pet store rep. My dog hardly touched the stuff, and then I looked at the ingredients: one of the first things on it was corn-a grain known to cause allergies in dogs. As a matter of fact, corn might be the most allergy-prone food amongst dogs. Not to mention, thanks to our friends at Monsanto, it is almost always Genetically modified (GMO) or a franken-food, unless it's organic. Real ""premium"" dog foods brag that they've no corn.<br /><br />Right at the top of the list of ingredients is chicken-by-products, another no-no among real ""premium"" dog foods. This means all the waste that it is usually thrown out from the chicken since it's not real meat. Cheap dog foods put this in their food simply because it's cheap, but it's not real meat. A little further down you will notice BHA, an artificial preservative, which again real ""premium"" dog foods do not have.<br /><br />In short, BilJac is a joke. It is basically, insanely overpriced Alpo, with no organic ingredients whatsoever, and uses all the shortcuts, filler, and chemistry that the cheapest dog foods on the market use. Don't be fooled by the old-fashioned appeal of the company's 60 years in business. There is nothing but modern chemistry in the bag, and all the folksy appeal will not make up for cheap, lousy ingredients. For nearly the same price as this overpriced Alpo, one could buy organic dog food, free of preservatives, corn, and cheap by-products!"
418681,B001CPNB44,A18UVHCREY2RE2,Rob R.,7,7,1,1293062400,"Made In America, with a STRING going through them","I bought these because they are made in America and my dogs are worth it.  What I don't like about them is that there is a thick string, or maybe just a thick vain of some kind, going through each piece. A much smaller issues is that these are very hard, even hard to break by hand.  We have been using a pliers to break the pieces up before serving and then a scissors to cut the string part!  A dog could choke to death with these.<br /><br />My biggest problem is that I am looking for an alternative USA raised chicken solution for treats."
362098,B006N3HZ6K,A2Y1C00DYGVH4F,Brandon,2,4,1,1267056000,Almost Undrinkable,"By far the most BITTER coffee I have ever had in my life.  Like the donut shop blend, figured i'd try the others.  This one is horrid.  Not even joking, its borderline undrinkable."
558736,B0042ROB20,A2JKGMBB59HO7L,chris,3,4,1,1335312000,dont do it,"Terrible. No flavor and a crunchy exterior. I'm getting my money back. Embarrassing. Truffles should have a strong, musky, mushroom flavor. These honestly taste of nothing."
48292,B004SRH2B6,A3B9QZNGAOZSXH,S. B. Simkins,1,1,1,1315267200,DISGUSTING!,"This is so gross.  Zico should be ashamed!<br /><br />My reflex pulled the bottle back before too much got in my mouth after it hit my tongue.<br /><br />We gave the rest to my sister to put in her work fridge with a sign that said, ""Healthy but gross"""
309964,B001SIRU42,A2XPZJEV1JP19U,Tritti,7,8,1,1333065600,Mold all over! Be careful,"This is my second order of Jack Link's Beef Jerky, Peppered, Mega Pack from Amazon due to lower price than other stores and I hit the jackpot.  You can see the pictures I upload for this product.  It has mold all over, which even can be seen from outside the bag.  Unfortunately I did not see it and put one in my mouth.  Few seconds afterward, the taste was so strange and my friend, who was about to eat, stop me from swallowing.  Try for yourself, but please be careful."
417499,B005GYULZY,A3B0DHGPE8UXDF,Timothy R. Flick,2,4,1,1320364800,My Dog Didn't Like Them,My dog just didn't like the taste of them which surprised me since he likes food.  Tried each flavor same result.  I cannot recommend.
53825,B001NDHL8C,ABRLI5JVBJYP6,Mandy,2,2,1,1315353600,Falsely advertise as net 4oz,"The product is good, a little watery but to get greenbeans to a puree you need a lot of water. The packaging clearly states on the conatiner net 4oz but when I weighed the product WITH the packaging it was only around 3.1-3.5. Net means what is inside the package (the actual food) so I believe they are falsely advertising. I contacted the company and I got an ""I'm sorry you feel this way"" response. I ordered 2 different kinds thinking maybe it was just that one box. . . nope the other box was exactly the same. I would go with Jack's Havest brand. They truely are 1oz or 3oz cubes of food, less watery and do not waste plastic containers. They also throw in a free bag of foos sometimes. I will not be ordering from this company again:("
171977,B00141QX32,A20RDJ4OKOWPOF,Pat,0,0,1,1350604800,Proceed With Caution,"My beloved black Lab recently experienced liver failure. The vet said he was 24 hours away from death.  At the time he was eating the Dogswell Vitality Chicken<br />strips as a treats.  Though it would be impossible to say that these treats caused the problem, I would proceed with caution.  If it does not say that the product ingredients come from the USA and that the product is also made in the USA, I no longer buy it.  I will pay more for a product made here rather than risk this happening again.  In all fairness, I cannot be 100% sure this product caused the problem.  All other food my dog gets is organic meats and vegetables that we eat as well. And we have had no liver problems. I will gladly pay more money for USA products that support USA jobs. Which is why I switched to the Colorado brand treats."
35665,B003D4OB4G,A16S9UOU4QRD6,Jon L. Roberts,0,1,1,1284249600,Flat,"I love several of the other Santa Cruz Organic sodas (Lemon/Lime & Pomegranate/Lime are awesome), but I don't care for this one at all. It has a root beer flavor, but something isn't right about it. It has lemon juice in it which seems odd to me, but I think the biggest problem is the low amount of carbonation.  Even a freshly cooled can tastes like it's been left open all day and then put back in the refridge.  The less carbonation works great in their fruity drinks, but not this one.  Also, at a 130 calories per can, you will not get skinny drinking this stuff."
266478,B001M050CU,A1KMU0M8NVQ9F5,James K. Hardy,0,0,1,1350518400,Way over priced.,"This vendor is clearly attempting to take advantage of consumers.  A 4 pack used to be sold for about $20 and has since doubled in price.  If you look elsewhere on the Interned, you can find a MUCH better price.  I just placed an order for the same product with iHerb.com.  A DOZEN 7.33 oz cans only cost me $68,97 and is being shipped 1-3 day for free."
372875,B003AYEHRK,A2GU5E21Y7CIMH,Gayl Wright,0,4,1,1321401600,wrong item,"Guess I should have read more review before purchasing! I ordered three 1 pound bags of garlic powder. Imagine my surprise when I opened the box and found a box of tampons! The label inside the box even says garlic powder.<br />At least Amazon is willing to refund my money, but I have to send the wrong product back and I still don't have the garlic powder I need."
482342,B0018KLPFK,A1Y7N490JGD06U,"Bill in NC ""ncbill""",7,42,1,1187049600,"High calorie, high fat, low taste","Beware, these small bars have nearly as many calories and fat as a candy bar.<br /><br />Taste of the chocolate coconut chew variety is best described as bittersweet cocoa mixed with lard."
357471,B003YEZ9X2,A60ATYEZM715O,J. Oswald,0,1,1,1337644800,deceptive,"You see beautiful little wild blueberries popping out of the jar in the picture but below that first 1/2 inch it looks and tastes like grocery store grape jelly. So very disappointed. Overpriced for just average jelly. I also went to their website and was swayed by the hype. Unfortunately none of their propaganda is true. Buyer beware, still looking for good quality jam. UPDATE Aug. 2012: I now feel more angry at the deception from this company's advertising. I have gone through 2 jars (out of the 4) and may give the last 2 away. Poor quality. All the other terrific reviews must be from owners/employees or friends. Don't waste your money."
457056,B003ZT81P4,A3MDQITKZEPPJ7,SS Bean,2,3,1,1299110400,"Not ""tea""","The ingredients for chai tea latte should be tea, honey, spices. Not corn solids, hydrogynated oils, etc. like in this ""tea"" latte product. Instant tea is one of the last ingredients listed. Something is wrong.  This product is not good."
276684,B000329KRE,A1XIDFS0Q7LXZM,M. A. Stone,21,34,1,1269302400,Don't make the same mistake I made,"This is only the equivalent to two boxes of Cheerios. It is NOT bulk, which is what I assumed, given the price. I should have read the quantity data more carefully. Don't make the same mistake!"
118020,B000X1Q1G8,AFY9Z05CNKP5T,SouthernEagle,2,2,1,1333929600,"Something you can't un-taste, if your a man or animal","You can't un-taste this goup. The reviewers who said this stuff has the consistency of frosting are right, but it doesn't taste like frosting. Here is a true story that pretty much sums up this product: My sister's dog loves to eat everything, ESPECIALLY peanut butter. I swear, her dog takes one sniff of this stuff and runs the other way. He won't touch it! And this dog LOVES peanut butter more than anything! That tells me all I need to know."
433447,B001E6IUJM,A2Y4S4CNGKF21S,H. Swanson,1,1,1,1340150400,Needs to be improved,"Gross, you get these rock-hard pieces of I don't know what that you can't even chew. Taste is ok, it's the texture that makes this inedible to me."
517371,B004984G40,AWMLBZFK9OLB,Shawn,1,4,1,1335657600,"Great Packaging, Horrible Taste,  YUCK!!!","I was so excited for this to arrive because I LOVE Orgain drinks and this has two benefits over Orgain.  The first benefit is the drink is larger in size (15.9 oz versus 11 oz) and it has a twist off cap that you can put back on (which Orgain does not).  This unfortunately is where the benefits end for this product.  Orgain tastes SO much better and also has more vitamins in it.  I don't know if it is the soy milk or what, but the taste of this is absolutely horrible!  It is like a bad medicine after taste.  I purchased this because of all of the positive reviews on amazon and because of the packaging versus Orgain.  I was REALLY hoping this would be great, but I now have eleven containers of this stuff that I will never drink.  I cannot stress how bad this was to me, but maybe you will like it since so many others do.  I wish that I would have purchased an individual bottle before buying a whole case, but that was my own fault for not doing so.  Don't make the same mistake I did!"
462366,B003S9C79C,A25W56ML0PB3SM,shambala,1,9,1,1299801600,This stuff stinks literally!!!,"My cat Joshua is 13years old, he has been with me through thick and thin, good times bad times, you name it. When times were hard, he had to rough it with cat food from the ninety nine cents store, no complaints he ate it up. Lately times have been good so I wanted to buy him something special hence my decision to buy Best Feline Friend, Talk about a emotionally based decision!! this stuff is horrible!! it truly smells worse than any cat food I have ever come across not to mention the fact that he will not even come near the stuff, one whiff and he is walking in the opposite direction. This stuff may be good for cats but if they don't even want to eat it, whats the point? Here's some advice save your money and buy your cat what is good for them but at the same time something they enjoy, that's what your best feline friend deserves, not this stuff."
4873,B001TY6T6K,A3UPXR0I04EO4W,LuvLeaf,4,5,1,1272067200,The other reviewer is totally right!!!,You can get these SOOOOOOOOOOOOO much cheaper at wholesale clubs.<br /><br />I get the 24/20oz(yes 20oz!) for $11 or $12!! Its actually even cheaper then buying the bottles from the regular store!
385767,B00434HR64,A3HTLBVMJ8HBOG,MDD,4,4,1,1298937600,A definite miss for Betty Crocker...,"I've never had rotisseried Lemon and Herb chicken that wasn't absolutely delicious and had that in mind when I ordered this. The two are NOTHING alike! The Chicken Helper is TOO lemon and NO herb. Also, the whole grain noodles sounded good and healthy. Unfortunately, the two words don't belong in the same sentence when describing this product. Just...no."
463148,B002WDCEY8,A15YOR31D7AHXY,irwinwolff,0,4,1,1277424000,comlaint,"I purchased coffee for my Tassimo machine.  At the time I ordered, it was stated that shipping was free for these purchases.  The bill I recieved included $9.30 for shipping.  I find it difficult to find an address where I can complain, I filled out a comment on the packaging and e-mailed to Amazon twice,  I have not heard from anyone at Amazon about my complaint.  I do not feel that I will ever purchase at Amazon again.<br /><br />Irwin Wolff"
349995,B006ILRBWU,A2RSCQ6T6U80K7,Schmidty,1,1,1,1331596800,Are you kidding me,This box of jelly beans is sooooo small.  Are you kidding me?  They are not nearly worth the cost.  DO NOT BUY THESE FOR THIS PRICE!!!!
199448,B000EDMDZS,AGNRFD0XWGF25,Arturo,1,1,1,1231891200,Disappointed,"These sounded good, but lack favor.  Not worth the price.  I won't buy again."
139397,B000EM8308,A1IMZ2PC02VMA1,Windwar,0,0,1,1350777600,A Complete Waste of Money,If you want to completely waste your money on a product that absolutely has no detectable taste of ginger in it..Well than this is the product for you..The Company should of called this product Bruce's Yams Sweet Potato bites...Because that all it taste like...It taste like a Sweet Potato losenge...if such a thing would ever exist...WHERE IS THE GINGER!!..What a joke of a product...
151832,B00315WGNK,A31MZR41SM9JU5,Mye,2,3,1,1284422400,Horrible!,The meat is really hard to chew on.  My teeth and jaw are now painful for just eating 3 pieces.  Teriyaki flavor is bland. It's not tasty at all.
452201,B004US0VMU,A1L3QSX0XU06EL,"Kevin M Jessop ""BookWorm""",0,0,1,1322870400,yuck,"Not sure what this is but its not like any curry I've ever had, anywhere.  Has a sour taste ,hinting of sick, that had to be brushed out and the smell . . .<br /><br />Stick with whatever curry mix you use and skip this one."
299079,B000JZYM8C,A3PM3DPQCR6YW5,Nicole Sutton,0,0,1,1309305600,I normally Love Larabars but the jocalat was gross.,"I normally love Larabars. I have tried a few favors and have loved them all but there is something really off about the Jocalat bar. They were dried out and when you tried to take a bit out of the bar it crumbed. The box said they were good until Jan 2012 but they tasted old, dried out, just plan gross. I am not sure if this a bad box or if larabar company needs to redo their bar flavor.Bad product!!!"
426367,B003BJOORW,ATZAD00EIVTF4,V. Antonjuk,4,10,1,1317600000,"Wow, I cant believe how expensive a bag of corn is!","No seriously, this is ridiculous, $45 for a bag of corn for obligate carnivores? brewers rice, corn gluten meal? wheres the meat?<br />Not to mention unnamed animal fat which could be anything including roadkill and euthanized shelter animals. There are much better quality grain free foods that cost less then this."
307344,B0010OF8UW,ANPFSGQFAJP5E,"ArjunS ""ArjunS""",8,9,1,1322438400,Utter waste of money,"Here's (frank) verbatim feedback from the person I sent this to:<br /><br />""over-priced for what you get. also, there is stuff that no one wants,<br />so gets thrown away.<br />definitely do not recommend"""
114858,B007B83ZC4,ANXPGSGRIPUXE,flagma,0,0,1,1348099200,Peanut Shop Nuts,"When we used to vacation in Myrtle Beach, we always visited the Peanut Shop to stock up on their wonderful products.  The ones we ordered from this seller were probably good at one time, however arrived stale and stuck together.  Hopefully this was a fluke; I would hope no one would knowingly sell outdated food products.  Disappointed."
238186,B001UUKMA2,A2XS3KLYW1KB64,Carla Love,3,5,1,1311120000,everything was melted and squashed into mush,"I cant believe that this product wasnt sent in dry ice.  Never will I order from this company ever.  I cant send it back, there would be nothing left.  I want my money back asap."
16127,B000II27QE,A2XG9ICLA3M4X,Brad Ramirez,23,76,1,1248134400,Ripoff!,It didn't remove the spots... Now what am I going to do with all of the sponges I bought?
90382,B000CRIBCA,A1KNCX8R7OMU7X,FromAtoZ,0,0,1,1327017600,Just tried to eat it but it was white and taste very bad. I recieved a bad box. Don't eat it if you see the entire bar is white!,Just tried to eat it but it was white and taste very bad. I recieved a bad box. Don't eat it if you see the entire bar is white!
142150,B003GTR8IO,ACXA6FG82TE4F,Becky Henson,2,3,1,1293753600,Definitely Not a Favorite,"I was excited to try Starbucks Natural Fusions Vanilla coffee, and I ordered two bags of it.  The first pot of coffee is brewed and I am not pleased.  It has a great smell, but the taste is far from satisfying.  It is quite strong and bitter...actually almost has a Folgers taste.  Not at all what I expect from Starbucks!"
168566,B0001ES9F8,A3VG3C3UDUR8WO,"M. Glenn ""longdriver""",1,2,1,1330992000,Ever have car dealer waiting room coffee?,"I am completely disappointed in this product. Got the machine at a second hand store to try it out. Let's make it short and say save your money. The senseo pods are stale right out of the package. I have been drinking coffee for a long time and know that it will taste as good as it smells out of the package. SO if you smell dry cereal or grain instead of rich sweet coffee before you brew it, you know what you're in store for."
527433,B007IEGR9Y,A37O6FZ9Q31RYO,anitaF,1,2,1,1350864000,BeetleJ costume,Very disappointed with the packaging. It looked like someone walked all over the costume with dirty shoes put it back in the package and mail it to the customer....
499743,B000EDM70Y,A2JK4RRBSWQW6I,Rani,5,11,1,1299369600,NOT good for low-carbers!,"If you are actually a low-carber, you probably want to avoid this product.  Read the ingredients list.... it just is not low-carb. All the reviews that say that they like the taste are not for you.  If taste was the only criteria that matters, that would be different.  But low-carbers make choices first based on whether the food fits their way of eating and only second on how it tastes.<br /><br />If you are just avoiding ""whites"" because of diabetes or other health concerns, this may work for you and is a definite improvement over Bisquick."
227809,B0033HPPIO,AQMNL7ZFOTTO7,S. Post,2,2,1,1344643200,Chemical Aftertaste,"I purchased this coffee with high anticipation after I heard it being raved about by the morning radio DJ's.  I was disappointed when I received and tried it for myself.  It doesn't really taste like a chocolate doughnut, if anything it tastes like the hardened glaze that covers the doughnut.  It also has somewhat of a chemically aftertaste."
211395,B000G7VZ7Y,A23LKQI2O71PL7,Nathan W. Moore,0,0,1,1293494400,Disappointed in Age/Freshness of Product,"I ordered 1 case (12 bags) of the Pumpernickel and Jalapeno Cheddar sandwiches to give to a friend who who is going through Chemo/radiation, as these are his favorite.  I was amazed that I put the order in yesterday afternoon and they arrived this morning.  That was great!  However, I was disappointed that the expiration date on all of the bags is Feb 13, 2011.  6 weeks from now.  BOO on this from a quality perspective."
514119,B000UWEVGM,A32XHKPBOAEI1W,Altruist,4,6,1,1243641600,not Cream of Coconut,"This is not Cream of Coconut, it is Pina Colada mix. I gave it all to homeless people.<br /><br />Ingredients: sugar, coconut meat juice, polysorbate 60, salt, sorbitan monostearate, sodium alginate, xantham gum, citric acid, mono and diglycerides, carrageenan."
262607,B003Y551V6,A3G5RHQ6X2G3FN,happy bonsai,0,0,1,1334534400,Wrong everything,I ordered these thinking I would get the all natural brand name cheetos. I received crappy Wise brand greasy cheese poops.
116659,B002YJ0118,A1WEZ958B8TTN2,Jbumgarner,0,5,1,1309219200,Popcorn butter,"Popcorn oil solidified once it was in my house. This does not do so well in my new popcorn machine. I have to squeeze the oil out of the compartment then microwave it to make it liquid,  then I have to put it in my popcorn machine. Also when my shipment arrived the box the popcorn was in, looked as though one of the oils had leaked. Not sure if this is normal for all of this to have occurred but I'm just not happy with the way the oil has set up like concrete in the package. I was not happy with the popcorn purchase."
517381,B00011EXOC,A2XK5OLQSAEZX6,M. Ames,1,2,1,1283385600,This price is for only one small pack.,"The $11.33 price is for only one pack of these.  I'm used to paying much less in the store, about $3 a pack.  These are my favorite sushi wrappers though.  I have to drive out of my way to get them, so I thought buying them through Amazon was a good idea.  I should have read the description more carefully.  Another Amazon seller has these in a 4 pack for about the same price but not with free shipping.  I saw this one and decided to purchase it because of the free shipping.  It wasn't until it arrived that I saw it wasn't for a 4 pack.  I'm returning it.  It's a great relief that Amazon is good about returns."
243079,B005K4Q4KG,A32O62KM9LMJ3I,M. Egger,0,1,1,1326499200,Grove Square,Please stay away from artificial sweetners.<br /><br />Some of them actually change the shape of human cells.<br /><br />this has an artificial sweetner
258235,B0006TLJFA,A2JWDM7GURGY88,William Madigan,1,1,1,1299801600,Rip Off,"Do not buy this,you only get one mustard not the 3 as shown.Not worth the price for a very small jar of mustard.Contacted the supplier and got a snoty reply."
8205,B003ALJTNU,A170KGEU2Q0OIU,jon,0,2,1,1323302400,NO RESPONSE!!!,"I got sent the wrong item, which happens i know.  I tried to contact the company multiple times with no response.  I finally had to contact amazon and they are returning the item for me..."
516681,B001IZI2N8,A2ZN6B4S14UMYW,Me,3,3,1,1318896000,RIPPED OFF,"I was totally ripped off by this company. I received 120 little pieces of gum for 34.47!!!! They made it sound like you got 120 packs of gum, please do not order from this company as they will RIP YOU off!!!!"
358987,B003CIBPN8,A3L8R6LUTRALE8,Suki,3,3,1,1311724800,Its Made From CONCENTRATE! Boo!,"I think I'm pretty well-qualified to comment on the taste of coconut water, having been drinking it since I was a young on visits to India.  Zico tastes nothing like any coconut water I've ever had! Its completely flat and whatever taste it does have is almost intangible. Now I really wanted to like it having read some really good reviews (here actually!) and so was thoroughly disappointed. I kept trying to like it, trying it at different temperatures - super chilled, room temp, mildly chilled but still it tasted like nothing. THEN, I read the label - MADE FROM CONCENTRATE! This makes a BIG difference! The flatness of the taste now totally makes sense! I would not recommend this product at all. Seeing all the wildly differing opinions I think either it's a very personal thing or the manufacturers are writing their own reviews:) but so far I've quite like vita coco and Amy and Brian's. Vita Coco to me tastes very genuine but is a little less sweet than Amy and Brian. Amy and Brian's is delicious, it's incredibly sweet despite having no added sugar. Mind you none of these are actually low cal - they still have a good amount of natural sugar. But coming back to Zico, I think of all the natural coconut waters I've had, this is the worst."
306401,B000VK6TKO,A3KE6TMMH3BG00,"Walker ""pseudo-savant""",3,4,1,1263772800,None of my cats will touch this stuff,"I have three cats, and even the chow-hound (the one who will eat anything, even, frequently, the inedible) will not touch this stuff.  The same is true for the only other flavor in the Newman's Own Organics line we've tried (<a href=""http://www.amazon.com/gp/product/B00139C3P2"">Newman's Own®Organics Chicken & Salmon Formula For Cats, 3-Ounce Tins (Pack of 24)</a>).  I'd like to donate the rest to an animal shelter, but I wish I knew why my own cats find it so offensive!"
13020,B000EVT04C,A39MUORKCBNRX6,David Lim,0,5,1,1300752000,Poor Flavor and Lack Sweetness,"After reading other reviews, I was looking forward to trying the Haribo strawberry gummi candy.  I was very disappointed with this candy.  Although these candies are shaped like strawberries, their flavor and scent do not resemble strawberries at all. In addition, the gummi candies lack sweetness.  After sampling several of the strawberries, I am going to throw away the remainder of the bag.  Disgusting!<br /><br />Try the Haribo gummi peaches.  Those candies are wonderful."
229570,B0018CFMS4,A2KUMSB0BUD6CN,TMBjunior,0,1,1,1287619200,Don't waste your money.,"I spent $6 on this bone and it lasted 4 minutes.  I got it in the biggest size available (the souper). I realize it's edible and won't last like the nylabone, but I expected it to last longer than 4 minutes!  I'm not exaggerating.  When I realized how quickly it was going down, I started watching the clock.  I only recommend this bone if you are looking for a tasty milkbone kinda bone."
153938,B005VOOM2W,A1Z7Y2GMAP9SRY,"M. Thompson ""Dyson Diva""",1,6,1,1332201600,Weak brew,No instructions on packaging that I could find. So first I put a pod into K cup machine. This is NOT for K cup machines. No taste. I do brew tea bags in same machine with great results.<br /><br />Then I put a pod in a cup and covered it with hot water and let steep quite a while.  Weak. Not my cup of coffee.
101529,B0081XIAOQ,A2GPVIZP3JSLGT,K. Villeneuve,3,4,1,1297468800,Great Idea but too flimsy,I bought this product to keep my boxer entertained. She is very food motivated and very smart. The problem is that she tries to get the food out by any means necessary. This results in her being very ruff on the toy. I had to take it away for fear that she would break it.
206605,B001GVIUKY,A102714YQ4VYZP,Mark J.,3,3,1,1333238400,Lots of work and waste,"The price seemed good on these, but not in the final analysis.  Many of the quarters have hard layers on the outside that are too tough to chew.  So I cut them off.  There are also fibrous centers that have a very unpleasant texture on the tongue and sometimes seem almost prickly.  So now I have more to cut out.The result is that I have to work hard to cut out almost half the food.  Not only is this a hassle, but it raises the effective price per pound way above other seemingly more expensive alternatives.  Needless to say, I won't buy this brand again."
320101,B003Z6W32E,A26YOSADTVJ64J,Leo Torres,8,12,1,1287532800,Expired Product,I bought this product on September 2010 and this product expires on the 27th of August 2010. I have bought alot of products with amazon and until now I had no problems. I dont understand why Amazon would send me a product that would expire two months after I received it.
478267,B003DA54KU,AQ5PNEIWJE7VP,violetveridian,7,8,1,1324944000,DONT PURCHASE THIS PRODUCT,"My dog almost died from this product. The bone splinters and the company knows it. They have a liability statement on their product because I am sure I am not the first dog owner to have gone through the hell that I went through. I bought a smoked bone from the grocery store because I thought it was big looking, met the size required for my dog and I thought since it was American made it was a quality product. It is far less than quality. Would anyone give arsenic to their dog, absolutely not. So don't spend your money on this killer product. After 3,500 dollars in gastronomy surgery, emergency care,I spent a sad and scared Christmas tending to a poor puppy whining and whelping in pain from their defective junk. Please take this review to heart, I want to spare you what I went through."
559171,B001IZM91Y,A3D28OKGKQ32D0,olbe,1,1,1,1324944000,This stuff is barely edible,"This sausage is way too soft and way oversalted. It feels and tastes like an extremely low-quality product, which is exactly what it is. I am definitely one-time customer for this concoction, good luck to all those who enjoy this junk. Back to Hillshire Farms for me, there is simply no contest between the two."
462788,B0075JTH7Q,A1WZHSODAZE9R4,JLC77,6,6,1,1317168000,I hate stevia!!!!,"Hate!!! the new cytomax with stevia.  If I wanted weird sweeteners like stevia, I could buy Hammer products, which I also despise.  You have lost my business cytomax, and I'm really bummed because you had one of the few products that didn't upset my stomach."
371730,B007VA2E0G,A11I4LJOAOCJ5L,"larry jones ""the expert""",2,3,1,1341273600,i don't know which is worse the peanut or the chocolate peanut,"Please do not be fooled by the name of this product. It is quite horrible. It jumps right out of your mouth because there is no way you can swallow it. I wish there was a way to review this with negative stars. Stay away from this product. You have to pay to ship it back, so don't get it in the first place."
397343,B000FPJ75O,A2IUBJJBH9PF9R,J. Raney,0,0,1,1259452800,Disappointed,"Arrived quickly, packaged great but was disappointed in the merchandise. The dingo bones were quite old and stale, but I guess I should have known for the price."
218681,B001EO7GB2,ASIRHRCW8LSC7,C. Dsa,0,1,1,1287273600,Too artificial and chemical taste,"I am not sure if the other reviewers were reviewed the same product, but based on other reviews, I purchased this product and I am extremely disappointed. The smell in this oil is extremely chemical and you can tell its artificial. It is almost like a plasticy smell."
498182,B0030VBPN2,A1BNIDCGMBUMDL,Krisp00,0,0,1,1326240000,"Good food, wrong product!!!","I ordered this for my 7 month old who LOVES this food. I ordered the 4.22 oz pack of 16, but received 3.5 oz pack of 14. I'm about to return it and ask for the correct product to be sent, but had I not looked closely, I would've just accepted this. Just be careful and make sure you're getting what you ordered. It says it comes from Amazon, but I'm wondering if there's a Happy Baby problem as well...the nutrition facts on the box don't match the nutrition facts on the pouch for the same 3.5oz serving. For example, the box says there's 100% daily value of Vitamin C while the pouch says 27%. I'm wondering if anyone else sees any discrepancies? I would think this would be illegal?"
92527,B000TG8HCI,A12R4XHT6GDHBR,TJ,1,1,1,1327104000,Dead on arrival,"The bonsai came in a very cramped and shoddy package, and was dead on arrival. The pot was way too small for the tree as well. It is hard to tell whether a bonsai is dead or not, as they often do not turn brown until months after they have died, but a trained eye could tell. Spare yourself the waste of money and spend a little more on a more legitimate seller."
157885,B000TMZI74,A3R9BCTLX88RW8,Sp1337,2,2,1,1266537600,Blehhh,"Pros: No carbs, sugar, calories, fat etc.<br /><br />Cons: Has the consistency of cranberry sauce.<br />Tastes bitter.<br />Similar to grape juice, but more bitter.<br /><br />Tried adding sweetener (equal) to it, and no luck. =( Oh well."
116661,B002YJ0118,A15DZOS6KVANQH,D. Johnson,4,13,1,1317427200,Saturated Fat Nightmare,"With all the reviews of this popcorn, I'm surprised not to find any mention of the horrible saturated fat content of this. Anyone with any concern about their cholesterol or saturated fat content really needs to look closely at the nutritional guide. I couldn't find it listed on their website so I asked them to email me a copy. Wow, 40g of saturated fats in one of these packets and they call it 5 servings. Daily limit of saturated fats for a 2,000 calorie/day person is 16. You would have to eat 4 big macs to match the saturated content of this popcorn. The biggest concern I have with this is the company told me it has no plans to even offer a healthful alternative for pre-packaged packets like this. The problem is entirely with the oil they are using. Coconut oil. They list on their packet no cholesterol and no trans fats, but there's conveniently no mention of the overwhelming amount of saturated fats due to the coconut oil. Most movie theaters have finally changed from coconut oil to canola or other good oils to address this major health concern and bad press over the years. I asked Great Northern to please follow suit, not even asking them to replace this oil with the good oils but to just offer an alternative. They refused. It tastes just as good to me at the movie theaters. In some cases the saturated fats have been reduced 15 times with the change from coconut to good oils. I love popcorn. But health is a concern to me. If you are concerned about saturated fats, look at the nutritional guide for these packets."
